annotation,type,start,end
1059,Insult,436,441
1060,Insult,447,455
1061,Insult,3,8
1061,Insult,89,94
1062,Insult,3,8
1062,Insult,89,94
1063,Insult,3,8
1063,Insult,89,94
1065,Threat,21,26
1066,Identity based Attack,21,39
1067,Identity based Attack,21,39
1068,Threat,21,39
1068,Profane/Obscene,207,211
1069,Insult,60,68
1070,Insult,69,73
1071,Insult,60,73
1072,Insult,13,19
1073,Other Toxicity,0,76
1076,Profane/Obscene,889,894
1078,Insult,0,12
1079,Insult,0,12
1080,Insult,6,12
1081,Insult,0,9
1082,Insult,0,9
1083,Other Toxicity,0,42
1084,Insult,9,16
1084,Profane/Obscene,183,205
1085,Profane/Obscene,82,97
1085,Profane/Obscene,166,181
1086,Insult,12,16
1086,Threat,82,97
1087,Insult,49,63
1088,Insult,36,40
1088,Insult,42,47
1088,Insult,49,63
1090,Insult,36,63
1091,Insult,49,63
1093,Other Toxicity,350,354
1096,Profane/Obscene,761,765
1098,Insult,26,34
1098,Identity based Attack,391,409
1099,Insult,0,40
1099,Insult,46,51
1099,Insult,391,409
1100,Insult,391,399
1101,Profane/Obscene,0,4
1102,Insult,0,4
1103,Profane/Obscene,0,4
1104,Insult,14,32
1105,Insult,27,32
1106,Insult,14,32
1107,Identity based Attack,71,81
1108,Insult,118,123
1109,Insult,118,123
1113,Insult,41,46
1114,Insult,41,46
1115,Insult,41,46
1116,Insult,41,46
1117,Insult,12,18
1117,Insult,51,58
1118,Insult,12,18
1119,Insult,12,18
1120,Insult,47,55
1121,Insult,47,55
1122,Insult,47,55
1123,Insult,47,55
1124,Insult,0,86
1125,Insult,23,29
1126,Insult,23,29
1127,Other Toxicity,160,170
1130,Insult,160,170
1131,Insult,90,95
1132,Insult,90,95
1133,Insult,90,95
1135,Profane/Obscene,34,38
1136,Profane/Obscene,34,38
1137,Insult,51,57
1138,Insult,51,57
1139,Insult,38,43
1139,Insult,51,57
1140,Profane/Obscene,31,36
1141,Insult,31,35
1141,Insult,31,36
1142,Insult,24,29
1142,Profane/Obscene,31,36
1143,Insult,4,8
1144,Insult,4,8
1145,Insult,4,8
1146,Insult,4,8
1147,Insult,296,302
1149,Insult,296,302
1150,Insult,34,39
1151,Insult,34,39
1152,Insult,34,39
1153,Other Toxicity,29,50
1154,Insult,122,192
1157,Insult,53,62
1159,Insult,360,450
1160,Insult,398,404
1163,Insult,9,13
1163,Other Toxicity,91,98
1165,Insult,9,15
1168,Insult,0,8
1170,Insult,9,23
1171,Insult,0,8
1172,Insult,306,310
1173,Insult,306,310
1173,Insult,644,654
1175,Insult,644,654
1176,Insult,37,42
1177,Insult,37,42
1178,Insult,37,42
1179,Insult,130,149
1180,Insult,130,149
1181,Insult,130,136
1181,Insult,144,149
1182,Insult,130,136
1183,Insult,0,4
1183,Insult,6,10
1183,Insult,12,16
1184,Insult,0,4
1184,Insult,6,10
1184,Insult,12,16
1185,Insult,0,16
1186,Other Toxicity,0,28
1187,Insult,5,26
1187,Insult,121,125
1188,Identity based Attack,13,26
1188,Identity based Attack,116,125
1189,Identity based Attack,17,40
1190,Insult,7,11
1191,Insult,7,11
1192,Insult,7,11
1193,Other Toxicity,69,77
1194,Identity based Attack,118,134
1195,Threat,118,134
1196,Insult,133,141
1198,Insult,133,141
1200,Insult,71,77
1201,Insult,71,77
1202,Insult,71,77
1204,Insult,2,8
1204,Insult,30,36
1205,Insult,2,8
1206,Insult,2,8
1206,Insult,30,36
1207,Insult,14,19
1208,Insult,14,19
1209,Identity based Attack,3,19
1210,Insult,14,19
1211,Identity based Attack,8,13
1212,Profane/Obscene,8,19
1213,Insult,112,119
1214,Insult,112,119
1215,Identity based Attack,112,119
1215,Insult,155,203
1216,Insult,358,366
1216,Insult,368,374
1217,Insult,368,374
1217,Other Toxicity,358,366
1218,Insult,358,366
1218,Insult,368,374
1219,Threat,0,11
1224,Identity based Attack,10,16
1225,Insult,10,16
1226,Identity based Attack,0,4
1227,Insult,321,327
1228,Insult,321,327
1229,Insult,321,327
1231,Profane/Obscene,1,5
1232,Profane/Obscene,1,5
1233,Profane/Obscene,1,5
1234,Threat,254,258
1234,Profane/Obscene,622,626
1236,Profane/Obscene,622,626
1237,Insult,31,40
1238,Insult,31,40
1239,Other Toxicity,31,40
1240,Insult,81,86
1241,Insult,81,86
1242,Other Toxicity,201,210
1243,Insult,249,255
1244,Insult,46,54
1245,Insult,249,255
1246,Insult,71,76
1248,Other Toxicity,71,76
1248,Profane/Obscene,153,163
1249,Insult,44,49
1250,Insult,44,49
1251,Insult,27,31
1251,Insult,44,49
1252,Insult,48,54
1253,Insult,48,54
1254,Insult,28,54
1255,Insult,36,46
1256,Insult,36,46
1257,Other Toxicity,0,34
1262,Insult,11,16
1263,Insult,11,16
1264,Insult,11,16
1265,Insult,61,67
1266,Insult,1,12
1267,Insult,61,67
1268,Insult,61,67
1269,Insult,61,67
1270,Insult,78,85
1271,Insult,78,85
1272,Insult,78,100
1273,Insult,88,93
1274,Insult,88,93
1275,Insult,88,93
1276,Insult,10,20
1276,Insult,63,73
1277,Insult,16,20
1277,Other Toxicity,197,221
1278,Insult,16,20
1278,Other Toxicity,116,121
1278,Profane/Obscene,217,221
1278,Other Toxicity,309,317
1279,Insult,137,143
1280,Insult,137,143
1282,Insult,137,143
1283,Insult,18,26
1284,Insult,18,26
1285,Insult,18,26
1286,Insult,52,58
1287,Insult,52,58
1288,Insult,52,58
1289,Insult,52,58
1290,Insult,494,501
1291,Identity based Attack,438,447
1291,Insult,511,516
1292,Insult,494,516
1293,Insult,9,43
1293,Insult,77,81
1293,Insult,83,92
1293,Insult,94,106
1293,Insult,53,61
1293,Insult,63,75
1294,Insult,0,106
1295,Insult,9,25
1295,Insult,30,43
1295,Insult,53,61
1295,Insult,63,75
1295,Insult,77,81
1295,Insult,83,92
1295,Insult,94,106
1296,Insult,16,25
1297,Insult,259,266
1298,Insult,250,266
1300,Insult,8,15
1300,Insult,148,152
1300,Insult,157,165
1300,Insult,174,182
1300,Insult,197,209
1301,Profane/Obscene,8,15
1301,Profane/Obscene,174,182
1302,Insult,8,15
1302,Insult,82,86
1302,Insult,148,152
1302,Insult,157,165
1302,Insult,174,182
1303,Insult,4,10
1304,Insult,4,10
1305,Insult,4,10
1307,Insult,242,252
1308,Other Toxicity,223,227
1309,Insult,13,17
1310,Insult,13,17
1311,Insult,13,17
1312,Insult,78,84
1313,Insult,78,84
1314,Insult,78,84
1314,Identity based Attack,30,35
1315,Insult,14,20
1316,Insult,14,20
1317,Insult,8,20
1318,Insult,14,20
1319,Insult,100,109
1319,Insult,21,30
1320,Threat,21,30
1321,Other Toxicity,21,30
1322,Other Toxicity,71,109
1323,Insult,10,16
1324,Insult,10,16
1325,Threat,1,66
1326,Insult,10,16
1328,Other Toxicity,19,23
1337,Insult,15,21
1337,Profane/Obscene,41,45
1338,Insult,15,21
1339,Insult,15,21
1340,Insult,15,21
1341,Insult,246,256
1342,Other Toxicity,230,256
1343,Insult,17,21
1344,Insult,246,256
1344,Identity based Attack,0,32
1348,Insult,285,298
1349,Insult,292,298
1350,Insult,292,298
1352,Insult,52,57
1352,Insult,134,175
1352,Identity based Attack,344,357
1352,Insult,949,955
1354,Insult,52,57
1355,Threat,12,71
1357,Profane/Obscene,0,11
1358,Profane/Obscene,0,11
1358,Threat,12,40
1358,Insult,73,119
1358,Threat,661,669
1359,Insult,919,932
1360,Insult,925,932
1360,Insult,898,906
1361,Insult,907,932
1362,Insult,898,906
1362,Insult,925,932
1364,Insult,216,220
1365,Insult,216,220
1366,Insult,0,5
1367,Insult,0,15
1368,Insult,0,5
1369,Insult,0,15
1369,Other Toxicity,17,41
1370,Insult,12,18
1371,Insult,12,18
1372,Insult,12,18
1373,Identity based Attack,106,127
1374,Other Toxicity,106,127
1375,Profane/Obscene,25,58
1376,Insult,148,155
1378,Insult,139,151
1378,Insult,126,134
1379,Insult,126,151
1380,Insult,126,134
1380,Insult,139,151
1381,Other Toxicity,139,151
1383,Other Toxicity,0,28
1387,Insult,12,17
1388,Insult,12,17
1389,Other Toxicity,0,35
1390,Insult,84,94
1391,Identity based Attack,65,120
1392,Profane/Obscene,274,283
1393,Insult,699,709
1394,Insult,699,704
1394,Threat,516,522
1396,Insult,8,13
1397,Insult,8,13
1398,Insult,8,13
1399,Insult,14,22
1400,Insult,14,22
1401,Insult,14,22
1401,Insult,232,238
1404,Insult,50,55
1404,Insult,60,71
1405,Insult,50,55
1405,Insult,60,71
1406,Insult,50,71
1407,Insult,4,13
1407,Insult,186,192
1408,Insult,102,111
1409,Insult,89,111
1411,Insult,0,17
1412,Insult,0,17
1413,Insult,8,17
1414,Insult,218,225
1415,Insult,217,225
1416,Insult,218,225
1417,Insult,218,225
1418,Threat,147,155
1418,Insult,90,99
1418,Insult,104,113
1419,Insult,90,99
1419,Insult,104,113
1419,Threat,147,151
1420,Insult,90,99
1420,Insult,104,113
1420,Other Toxicity,147,151
1421,Insult,26,32
1422,Insult,26,32
1422,Insult,10,13
1422,Insult,15,20
1423,Insult,26,32
1423,Insult,15,20
1424,Insult,21,27
1425,Insult,21,27
1426,Insult,21,27
1430,Insult,7,13
1430,Insult,73,77
1431,Profane/Obscene,7,13
1431,Profane/Obscene,14,18
1432,Insult,7,13
1434,Other Toxicity,64,92
1435,Insult,207,212
1436,Insult,79,92
1437,Insult,39,48
1438,Other Toxicity,39,48
1439,Insult,10,22
1439,Insult,24,33
1440,Insult,39,48
1441,Insult,99,112
1442,Insult,99,106
1442,Insult,107,112
1443,Insult,99,106
1444,Insult,70,112
1445,Threat,60,63
1446,Threat,60,63
1447,Profane/Obscene,60,63
1448,Identity based Attack,45,63
1449,Insult,1,52
1450,Insult,15,23
1452,Insult,183,195
1453,Insult,208,215
1454,Insult,208,215
1455,Insult,41,48
1455,Insult,229,233
1458,Insult,30,44
1458,Profane/Obscene,353,369
1459,Insult,30,38
1459,Insult,174,185
1459,Insult,360,369
1460,Insult,30,38
1460,Identity based Attack,66,71
1460,Insult,178,185
1460,Profane/Obscene,220,229
1460,Other Toxicity,334,338
1460,Insult,360,369
1461,Insult,114,120
1462,Insult,114,120
1463,Insult,114,120
1464,Insult,114,120
1465,Insult,72,79
1466,Insult,72,79
1467,Insult,72,79
1468,Insult,55,64
1469,Profane/Obscene,72,79
1469,Threat,80,124
1469,Insult,67,124
1470,Insult,72,79
1471,Insult,0,18
1472,Other Toxicity,11,18
1473,Insult,11,18
1474,Insult,8,16
1475,Insult,8,16
1476,Insult,8,16
1477,Insult,8,16
1478,Insult,8,16
1478,Other Toxicity,8,16
1478,Identity based Attack,8,16
1479,Insult,8,16
1480,Insult,231,235
1481,Insult,132,136
1482,Insult,231,235
1483,Profane/Obscene,28,41
1483,Insult,255,261
1484,Insult,255,261
1485,Insult,255,261
1486,Insult,60,66
1487,Insult,60,66
1488,Insult,60,66
1491,Insult,5,12
1492,Insult,5,12
1493,Insult,5,12
1494,Profane/Obscene,35,38
1495,Profane/Obscene,35,38
1496,Insult,19,38
1497,Profane/Obscene,35,38
1498,Insult,29,35
1499,Insult,29,35
1501,Insult,12,23
1501,Insult,25,32
1501,Insult,34,61
1501,Insult,150,158
1502,Profane/Obscene,12,23
1502,Profane/Obscene,25,32
1503,Insult,150,158
1504,Profane/Obscene,71,74
1505,Profane/Obscene,71,74
1506,Profane/Obscene,71,74
1507,Insult,10,14
1507,Insult,22,30
1507,Other Toxicity,96,103
1507,Profane/Obscene,107,132
1507,Profane/Obscene,137,165
1507,Insult,257,266
1508,Insult,10,14
1508,Insult,22,30
1508,Other Toxicity,126,132
1508,Profane/Obscene,141,147
1508,Insult,257,266
1509,Insult,10,14
1509,Insult,22,30
1509,Identity based Attack,119,132
1509,Other Toxicity,96,103
1509,Identity based Attack,141,147
1509,Insult,148,157
1509,Insult,257,266
1510,Identity based Attack,11,17
1511,Insult,11,22
1512,Insult,11,22
1513,Insult,11,22
1513,Insult,519,525
1514,Profane/Obscene,0,4
1514,Insult,374,380
1515,Profane/Obscene,0,4
1515,Insult,374,380
1516,Insult,374,380
1516,Profane/Obscene,0,4
1517,Profane/Obscene,150,155
1518,Profane/Obscene,150,155
1520,Insult,130,148
1522,Insult,262,270
1522,Insult,27,34
1522,Identity based Attack,27,58
1523,Profane/Obscene,0,20
1523,Insult,41,74
1524,Profane/Obscene,6,12
1525,Insult,6,12
1525,Insult,62,70
1527,Insult,66,70
1528,Insult,66,70
1529,Other Toxicity,195,244
1530,Insult,93,97
1531,Identity based Attack,93,97
1532,Insult,93,97
1533,Insult,7,28
1534,Insult,7,15
1534,Identity based Attack,16,28
1535,Identity based Attack,16,22
1536,Insult,0,5
1537,Insult,0,5
1538,Insult,0,5
1539,Insult,129,135
1540,Insult,129,135
1541,Insult,129,135
1542,Insult,129,135
1543,Insult,89,93
1544,Insult,89,93
1545,Other Toxicity,0,105
1546,Insult,89,93
1547,Insult,89,93
1548,Profane/Obscene,22,30
1550,Insult,208,214
1551,Insult,28,34
1551,Insult,77,82
1552,Insult,28,34
1553,Insult,28,34
1554,Insult,28,34
1554,Insult,77,82
1555,Insult,28,34
1555,Insult,77,82
1556,Identity based Attack,60,63
1558,Other Toxicity,146,150
1560,Insult,11,20
1561,Insult,11,20
1566,Other Toxicity,27,40
1566,Other Toxicity,42,51
1567,Insult,10,17
1568,Insult,10,17
1569,Insult,0,25
1570,Insult,66,71
1571,Insult,66,71
1572,Insult,66,71
1573,Insult,85,91
1573,Insult,98,104
1574,Insult,85,91
1574,Insult,98,104
1575,Insult,98,104
1576,Insult,5,11
1577,Profane/Obscene,5,11
1578,Insult,5,11
1578,Profane/Obscene,5,11
1579,Insult,22,30
1580,Insult,22,30
1581,Insult,22,30
1583,Insult,305,310
1584,Insult,305,310
1585,Insult,305,310
1586,Insult,48,53
1587,Identity based Attack,36,42
1588,Insult,36,42
1594,Other Toxicity,0,61
1595,Other Toxicity,28,33
1596,Identity based Attack,42,50
1599,Insult,131,142
1600,Insult,35,40
1601,Insult,35,40
1602,Identity based Attack,35,50
1602,Other Toxicity,102,115
1602,Other Toxicity,116,121
1602,Other Toxicity,123,136
1603,Other Toxicity,115,123
1604,Insult,109,123
1607,Profane/Obscene,174,183
1608,Identity based Attack,158,182
1609,Insult,29,42
1610,Insult,29,42
1611,Profane/Obscene,29,42
1612,Insult,75,83
1614,Insult,75,83
1615,Insult,75,83
1617,Insult,68,72
1617,Insult,8,12
1618,Profane/Obscene,8,12
1619,Profane/Obscene,8,12
1620,Insult,259,265
1621,Insult,259,265
1623,Identity based Attack,67,101
1626,Insult,47,92
1630,Threat,276,285
1631,Insult,244,259
1632,Insult,5,13
1632,Insult,14,18
1633,Insult,5,18
1634,Insult,14,18
1635,Insult,5,18
1636,Insult,53,59
1637,Insult,53,59
1638,Insult,53,59
1639,Insult,7,21
1639,Insult,102,106
1639,Insult,150,159
1639,Insult,379,393
1640,Insult,15,21
1640,Other Toxicity,81,137
1640,Insult,150,159
1640,Insult,257,268
1640,Other Toxicity,384,393
1641,Insult,15,21
1641,Insult,150,159
1642,Insult,27,43
1643,Insult,27,43
1645,Insult,65,71
1646,Insult,65,71
1648,Insult,245,252
1648,Insult,245,252
1649,Insult,245,252
1650,Identity based Attack,16,22
1651,Insult,4,12
1651,Insult,245,252
1652,Insult,14,30
1652,Insult,793,797
1652,Insult,859,863
1653,Insult,14,24
1653,Insult,563,584
1655,Other Toxicity,115,127
1656,Insult,186,192
1656,Insult,199,205
1657,Insult,186,192
1657,Insult,199,205
1658,Other Toxicity,0,9
1659,Insult,5,9
1660,Profane/Obscene,5,9
1661,Profane/Obscene,5,9
1662,Profane/Obscene,16,19
1665,Insult,22,28
1666,Insult,22,28
1667,Insult,22,28
1668,Insult,21,26
1669,Insult,21,26
1670,Insult,21,26
1671,Identity based Attack,28,43
1671,Insult,241,250
1672,Profane/Obscene,28,43
1672,Insult,20,23
1672,Insult,241,250
1673,Insult,20,43
1673,Insult,106,111
1673,Insult,241,250
1674,Insult,14,20
1675,Insult,14,20
1676,Insult,14,20
1677,Insult,14,20
1678,Insult,35,45
1679,Insult,35,45
1680,Insult,35,45
1681,Insult,8,17
1682,Insult,8,17
1683,Insult,8,17
1684,Insult,15,21
1685,Insult,15,21
1686,Insult,15,21
1687,Insult,549,555
1687,Insult,608,613
1688,Insult,219,226
1688,Insult,286,295
1688,Insult,608,613
1688,Profane/Obscene,251,258
1688,Profane/Obscene,121,128
1689,Other Toxicity,219,235
1689,Insult,549,555
1689,Insult,608,613
1692,Insult,53,63
1693,Insult,209,215
1693,Insult,530,536
1693,Insult,450,456
1693,Insult,707,713
1694,Insult,209,215
1695,Insult,530,536
1697,Insult,179,186
1699,Insult,179,186
1699,Insult,349,359
1699,Insult,361,370
1701,Insult,165,173
1702,Other Toxicity,165,173
1703,Insult,25,30
1704,Insult,25,30
1705,Insult,25,30
1706,Other Toxicity,53,58
1707,Insult,45,52
1707,Insult,83,88
1708,Insult,45,52
1709,Insult,83,88
1709,Insult,45,52
1710,Insult,45,58
1711,Insult,45,52
1712,Identity based Attack,66,157
1713,Insult,106,115
1713,Insult,117,127
1713,Insult,129,140
1714,Profane/Obscene,66,77
1714,Profane/Obscene,79,84
1714,Profane/Obscene,86,95
1714,Profane/Obscene,97,104
1714,Profane/Obscene,106,115
1714,Profane/Obscene,117,127
1714,Profane/Obscene,129,140
1714,Profane/Obscene,142,157
1715,Insult,211,216
1716,Insult,187,198
1717,Insult,211,216
1718,Insult,20,39
1718,Insult,128,134
1719,Insult,50,54
1720,Insult,20,39
1720,Identity based Attack,104,124
1721,Insult,65,71
1722,Insult,65,71
1722,Profane/Obscene,76,80
1723,Insult,65,80
1724,Insult,65,71
1725,Insult,57,65
1725,Other Toxicity,5,9
1726,Profane/Obscene,5,9
1727,Profane/Obscene,5,9
1727,Insult,57,65
1728,Insult,764,770
1728,Insult,772,779
1728,Insult,781,787
1729,Identity based Attack,136,159
1729,Insult,764,770
1729,Insult,772,779
1729,Insult,781,787
1730,Threat,717,762
1731,Other Toxicity,67,72
1734,Insult,55,61
1735,Insult,55,61
1736,Insult,55,61
1737,Insult,55,61
1738,Insult,55,61
1739,Insult,7,27
1740,Insult,23,27
1741,Insult,23,27
1742,Profane/Obscene,50,53
1743,Threat,83,87
1744,Identity based Attack,80,87
1746,Insult,50,53
1747,Threat,17,25
1748,Insult,105,110
1749,Identity based Attack,71,92
1750,Insult,28,37
1751,Insult,730,765
1751,Other Toxicity,249,281
1752,Insult,28,37
1753,Insult,161,174
1754,Insult,169,174
1755,Insult,169,174
1757,Profane/Obscene,0,4
1758,Insult,0,4
1759,Other Toxicity,39,44
1763,Insult,249,264
1764,Insult,258,264
1765,Insult,258,264
1766,Insult,249,264
1769,Insult,406,412
1769,Insult,722,727
1770,Insult,406,412
1772,Insult,597,607
1774,Insult,597,607
1775,Other Toxicity,597,607
1776,Insult,29,36
1779,Insult,57,61
1780,Insult,57,62
1781,Insult,57,62
1782,Insult,7,13
1782,Identity based Attack,18,26
1783,Insult,7,13
1784,Insult,7,13
1785,Insult,463,473
1786,Insult,469,473
1788,Insult,19,34
1790,Insult,65,73
1790,Insult,29,34
1791,Insult,29,34
1791,Insult,65,73
1792,Insult,96,115
1793,Identity based Attack,87,115
1795,Insult,0,10
1796,Insult,0,10
1797,Insult,0,10
1798,Threat,11,17
1799,Insult,145,151
1800,Insult,97,151
1801,Insult,145,151
1802,Other Toxicity,0,11
1803,Identity based Attack,750,758
1806,Insult,240,246
1806,Insult,276,283
1807,Insult,240,246
1808,Insult,276,283
1809,Insult,240,246
1809,Insult,276,283
1810,Insult,32,37
1811,Insult,32,37
1812,Insult,20,37
1813,Insult,32,37
1814,Identity based Attack,20,37
1815,Identity based Attack,173,177
1816,Insult,173,177
1817,Insult,173,177
1818,Insult,61,72
1819,Other Toxicity,61,72
1820,Other Toxicity,98,103
1821,Profane/Obscene,21,26
1822,Insult,21,26
1823,Insult,21,26
1824,Insult,12,19
1825,Insult,12,19
1826,Insult,12,19
1827,Insult,231,236
1828,Insult,231,236
1829,Insult,231,236
1830,Insult,4,10
1831,Insult,4,10
1832,Insult,0,10
1833,Insult,4,10
1834,Insult,4,10
1835,Insult,12,18
1836,Insult,12,18
1838,Insult,16,22
1840,Profane/Obscene,7,21
1842,Insult,490,497
1844,Insult,114,123
1845,Insult,114,123
1847,Profane/Obscene,92,96
1848,Insult,92,96
1849,Insult,92,96
1850,Identity based Attack,67,74
1851,Insult,32,40
1851,Insult,67,74
1851,Insult,77,81
1852,Insult,11,74
1853,Insult,267,272
1854,Insult,262,266
1856,Other Toxicity,0,3
1857,Insult,528,534
1858,Insult,20,27
1858,Insult,528,534
1859,Insult,39,50
1860,Insult,45,50
1861,Profane/Obscene,45,50
1862,Profane/Obscene,39,50
1863,Insult,36,39
1863,Insult,31,39
1864,Profane/Obscene,31,39
1865,Profane/Obscene,31,35
1866,Insult,418,424
1867,Insult,418,424
1868,Insult,418,424
1869,Insult,91,96
1870,Insult,91,96
1872,Insult,91,96
1873,Insult,125,131
1874,Insult,125,131
1875,Insult,125,131
1876,Insult,0,4
1877,Insult,0,4
1878,Insult,0,4
1881,Other Toxicity,14,25
1882,Profane/Obscene,52,59
1883,Profane/Obscene,52,59
1885,Profane/Obscene,214,218
1886,Profane/Obscene,203,218
1887,Insult,214,218
1889,Insult,66,73
1889,Insult,114,120
1889,Profane/Obscene,149,154
1889,Insult,159,172
1889,Insult,323,337
1890,Profane/Obscene,37,41
1890,Profane/Obscene,66,82
1890,Insult,101,119
1891,Profane/Obscene,66,73
1891,Profane/Obscene,149,154
1891,Identity based Attack,238,267
1892,Insult,14,20
1892,Insult,102,108
1893,Insult,102,108
1894,Insult,102,108
1895,Insult,14,20
1895,Insult,102,108
1896,Insult,10,20
1897,Insult,240,250
1898,Insult,240,250
1899,Insult,240,250
1900,Insult,0,6
1901,Insult,0,6
1902,Insult,0,18
1902,Other Toxicity,20,56
1903,Insult,79,87
1904,Insult,143,156
1905,Insult,150,156
1906,Insult,79,87
1906,Insult,143,156
1907,Insult,150,156
1908,Insult,128,140
1909,Insult,134,140
1910,Insult,134,140
1911,Insult,21,29
1912,Insult,21,29
1912,Profane/Obscene,175,182
1913,Other Toxicity,21,29
1913,Insult,175,182
1914,Insult,29,42
1914,Insult,10,17
1915,Insult,10,34
1915,Insult,10,34
1916,Insult,35,42
1916,Insult,10,17
1916,Insult,18,34
1917,Profane/Obscene,45,50
1918,Profane/Obscene,45,51
1920,Insult,34,40
1921,Insult,34,40
1922,Identity based Attack,34,46
1923,Identity based Attack,0,21
